iX;iY;iZ;total(value)[MeV];total(val^2);entry
5;16;6;0;0;0
5;16;7;0;0;0
5;16;8;0;0;0
5;16;9;0;0;0
5;16;10;0;0;0
5;16;11;0;0;0
5;16;12;0;0;0
5;16;13;0;0;0
5;16;14;0;0;0
5;16;15;0;0;0
5;16;16;0;0;0
5;16;17;0;0;0
5;16;18;0;0;0
5;16;19;0;0;0
5;17;0;0;0;0
5;17;1;0;0;0
5;17;2;0;0;0
5;17;3;0;0;0
5;17;4;0;0;0
5;17;5;0;0;0
5;17;6;0;0;0
5;17;7;0;0;0
5;17;8;0;0;0
5;17;9;0;0;0
5;17;10;0;0;0
5;17;11;0;0;0
5;17;12;0;0;0
5;17;13;0;0;0
5;17;14;0;0;0
5;17;15;0;0;0
5;17;16;0;0;0
5;17;17;0;0;0
5;17;18;0;0;0
5;17;19;0;0;0
5;18;0;0;0;0
5;18;1;0;0;0
5;18;2;0;0;0
5;18;3;0;0;0
5;18;4;0;0;0
5;18;5;0;0;0
5;18;6;0;0;0
5;18;7;0;0;0
5;18;8;0;0;0
5;18;9;0;0;0
5;18;10;0;0;0
5;18;11;0;0;0
5;18;12;0;0;0
5;18;13;0;0;0
5;18;14;0;0;0
5;18;15;0;0;0
5;18;16;0;0;0
5;18;17;0;0;0
5;18;18;0;0;0
5;18;19;0;0;0
5;19;0;0;0;0
5;19;1;0;0;0
5;19;2;0;0;0
5;19;3;0;0;0
5;19;4;0;0;0
5;19;5;0;0;0
5;19;6;0;0;0
5;19;7;0;0;0
5;19;8;0;0;0
5;19;9;0;0;0
5;19;10;0;0;0
5;19;11;0;0;0
5;19;12;0;0;0
5;19;13;0;0;0
5;19;14;0;0;0
5;19;15;0;0;0
5;19;16;0;0;0
5;19;17;0;0;0
5;19;18;0;0;0
5;19;19;0;0;0
6;0;0;0;0;0
6;0;1;0;0;0
6;0;2;0;0;0
6;0;3;0;0;0
6;0;4;0;0;0
6;0;5;0;0;0
6;0;6;0;0;0
6;0;7;0;0;0
6;0;8;0;0;0
6;0;9;0;0;0
6;0;10;0;0;0
6;0;11;0;0;0
6;0;12;0;0;0
6;0;13;0;0;0
6;0;14;0;0;0
6;0;15;0;0;0
6;0;16;0;0;0
6;0;17;0;0;0
6;0;18;0;0;0
6;0;19;0;0;0
6;1;0;0;0;0
6;1;1;0;0;0
6;1;2;0;0;0
6;1;3;0;0;0
6;1;4;0;0;0
6;1;5;0;0;0
6;1;6;0;0;0
6;1;7;0;0;0
6;1;8;0;0;0
6;1;9;0;0;0
6;1;10;0;0;0
6;1;11;0;0;0
6;1;12;0;0;0
6;1;13;0;0;0
6;1;14;0;0;0
6;1;15;0;0;0
6;1;16;0;0;0
6;1;17;0;0;0
6;1;18;0;0;0
6;1;19;0;0;0
6;2;0;0;0;0
6;2;1;0;0;0
6;2;2;0;0;0
6;2;3;0;0;0
6;2;4;0;0;0
6;2;5;0;0;0
6;2;6;0;0;0
6;2;7;0;0;0
6;2;8;0;0;0
6;2;9;0;0;0
6;2;10;0;0;0
6;2;11;0;0;0
6;2;12;0;0;0
6;2;13;0;0;0
6;2;14;0;0;0
6;2;15;0;0;0
6;2;16;0;0;0
6;2;17;0;0;0
6;2;18;0;0;0
6;2;19;0;0;0
6;3;0;0;0;0
6;3;1;0;0;0
6;3;2;0;0;0
6;3;3;0;0;0
6;3;4;0;0;0
6;3;5;0;0;0
6;3;6;0;0;0
6;3;7;0;0;0
6;3;8;0;0;0
6;3;9;0;0;0
6;3;10;0;0;0
6;3;11;0;0;0
6;3;12;0;0;0
6;3;13;0;0;0
6;3;14;0;0;0
6;3;15;0;0;0
6;3;16;0;0;0
6;3;17;0;0;0
6;3;18;0;0;0
6;3;19;0;0;0
6;4;0;0;0;0
6;4;1;0;0;0
6;4;2;0;0;0
6;4;3;0;0;0
6;4;4;0;0;0
6;4;5;0;0;0
6;4;6;0;0;0
6;4;7;0;0;0
6;4;8;0;0;0
6;4;9;0;0;0
6;4;10;0;0;0
6;4;11;0;0;0
6;4;12;0;0;0
6;4;13;0;0;0
6;4;14;0;0;0
6;4;15;0;0;0
6;4;16;0;0;0
6;4;17;0;0;0
6;4;18;0;0;0
6;4;19;0;0;0
6;5;0;0;0;0
6;5;1;0;0;0
6;5;2;0;0;0
6;5;3;0;0;0
6;5;4;0;0;0
6;5;5;0;0;0
6;5;6;0;0;0
6;5;7;0;0;0
6;5;8;0;0;0
6;5;9;0;0;0
6;5;10;0;0;0
6;5;11;0;0;0
6;5;12;0;0;0
6;5;13;0;0;0
6;5;14;0;0;0
6;5;15;0;0;0
6;5;16;0;0;0
6;5;17;0;0;0
6;5;18;0;0;0
6;5;19;0;0;0
6;6;0;0;0;0
6;6;1;0;0;0
6;6;2;0;0;0
6;6;3;0;0;0
6;6;4;0;0;0
6;6;5;0;0;0
6;6;6;0;0;0
6;6;7;0;0;0
6;6;8;0;0;0
6;6;9;0;0;0
6;6;10;0;0;0
6;6;11;0;0;0
6;6;12;0;0;0
6;6;13;0;0;0
6;6;14;0;0;0
6;6;15;0;0;0
6;6;16;0;0;0
6;6;17;0;0;0
6;6;18;0;0;0
6;6;19;0;0;0
6;7;0;0;0;0
6;7;1;0;0;0
6;7;2;0;0;0
6;7;3;0;0;0
6;7;4;0;0;0
6;7;5;0;0;0
6;7;6;0;0;0
6;7;7;0;0;0
6;7;8;0;0;0
6;7;9;0;0;0
6;7;10;0;0;0
6;7;11;0;0;0
6;7;12;0;0;0
6;7;13;0;0;0
6;7;14;0;0;0
6;7;15;0;0;0
6;7;16;0;0;0
6;7;17;0;0;0
6;7;18;0;0;0
6;7;19;0;0;0
6;8;0;0;0;0
6;8;1;0;0;0
6;8;2;0;0;0
6;8;3;0;0;0
6;8;4;0;0;0
6;8;5;0;0;0
6;8;6;0;0;0
6;8;7;0;0;0
6;8;8;0;0;0
6;8;9;0;0;0
6;8;10;0;0;0
6;8;11;0;0;0
6;8;12;0;0;0
6;8;13;0;0;0
6;8;14;0;0;0
6;8;15;0;0;0
6;8;16;0;0;0
6;8;17;0;0;0
6;8;18;0;0;0
6;8;19;0;0;0
6;9;0;0;0;0
6;9;1;0;0;0
6;9;2;0;0;0
6;9;3;0;0;0
6;9;4;0;0;0
6;9;5;0;0;0
6;9;6;0;0;0
6;9;7;0;0;0
6;9;8;0;0;0
6;9;9;0;0;0
6;9;10;0;0;0
6;9;11;0;0;0
6;9;12;0;0;0
6;9;13;0;0;0
6;9;14;0;0;0
6;9;15;0;0;0
6;9;16;0;0;0
6;9;17;0;0;0
6;9;18;0;0;0
6;9;19;0;0;0
6;10;0;0;0;0
6;10;1;0;0;0
6;10;2;0;0;0
6;10;3;0;0;0
6;10;4;0;0;0
6;10;5;0;0;0
6;10;6;0;0;0
6;10;7;0;0;0
6;10;8;0;0;0
6;10;9;0;0;0
6;10;10;0;0;0
6;10;11;0;0;0
6;10;12;0;0;0
6;10;13;0;0;0
6;10;14;0;0;0
6;10;15;0;0;0
6;10;16;0;0;0
6;10;17;0;0;0
6;10;18;0;0;0
6;10;19;0;0;0
6;11;0;0;0;0
6;11;1;0;0;0
6;11;2;0;0;0
6;11;3;0;0;0
6;11;4;0;0;0
6;11;5;0;0;0
6;11;6;0;0;0
6;11;7;0;0;0
6;11;8;0;0;0
6;11;9;0;0;0
6;11;10;0;0;0
6;11;11;0;0;0
6;11;12;0;0;0
6;11;13;0;0;0
6;11;14;0;0;0
6;11;15;0;0;0
6;11;16;0;0;0
6;11;17;0;0;0
6;11;18;0;0;0
6;11;19;0;0;0
6;12;0;0;0;0
6;12;1;0;0;0
6;12;2;0;0;0
6;12;3;0;0;0
6;12;4;0;0;0
6;12;5;0;0;0
6;12;6;0;0;0
6;12;7;0;0;0
6;12;8;0;0;0
6;12;9;0;0;0
6;12;10;0;0;0
6;12;11;0;0;0
6;12;12;0;0;0
6;12;13;0;0;0
6;12;14;0;0;0
6;12;15;0;0;0
6;12;16;0;0;0
6;12;17;0;0;0
6;12;18;0;0;0
6;12;19;0;0;0
6;13;0;0;0;0
6;13;1;0;0;0
6;13;2;0;0;0
6;13;3;0;0;0
6;13;4;0;0;0
6;13;5;0;0;0
6;13;6;0;0;0
6;13;7;0;0;0
6;13;8;0;0;0
6;13;9;0;0;0
6;13;10;0;0;0
6;13;11;0;0;0
6;13;12;0;0;0
6;13;13;0;0;0
6;13;14;0;0;0
6;13;15;0;0;0
6;13;16;0;0;0
6;13;17;0;0;0
6;13;18;0;0;0
6;13;19;0;0;0
6;14;0;0;0;0
6;14;1;0;0;0
6;14;2;0;0;0
6;14;3;0;0;0
6;14;4;0;0;0
6;14;5;0;0;0
6;14;6;0;0;0
6;14;7;0;0;0
6;14;8;0;0;0
6;14;9;0;0;0
6;14;10;0;0;0
6;14;11;0;0;0
6;14;12;0;0;0
6;14;13;0;0;0
6;14;14;0;0;0
6;14;15;0;0;0
6;14;16;0;0;0
6;14;17;0;0;0
6;14;18;0;0;0
6;14;19;0;0;0
6;15;0;0;0;0
6;15;1;0;0;0
6;15;2;0;0;0
6;15;3;0;0;0
6;15;4;0;0;0
6;15;5;0;0;0
6;15;6;0;0;0
6;15;7;0;0;0
6;15;8;0;0;0
6;15;9;0;0;0
6;15;10;0;0;0
6;15;11;0;0;0
6;15;12;0;0;0
6;15;13;0;0;0
6;15;14;0;0;0
6;15;15;0;0;0
6;15;16;0;0;0
6;15;17;0;0;0
6;15;18;0;0;0
6;15;19;0;0;0
6;16;0;0;0;0
6;16;1;0;0;0
6;16;2;0;0;0
6;16;3;0;0;0
6;16;4;0;0;0
6;16;5;0;0;0
6;16;6;0;0;0
6;16;7;0;0;0
6;16;8;0;0;0
6;16;9;0;0;0
6;16;10;0;0;0
6;16;11;0;0;0
6;16;12;0;0;0
6;16;13;0;0;0
6;16;14;0;0;0
6;16;15;0;0;0
6;16;16;0;0;0
6;16;17;0;0;0
6;16;18;0;0;0
6;16;19;0;0;0
6;17;0;0;0;0
6;17;1;0;0;0
6;17;2;0;0;0
6;17;3;0;0;0
6;17;4;0;0;0
6;17;5;0;0;0
6;17;6;0;0;0
6;17;7;0;0;0
6;17;8;0;0;0
6;17;9;0;0;0
6;17;10;0;0;0
6;17;11;0;0;0
6;17;12;0;0;0
6;17;13;0;0;0
6;17;14;0;0;0
6;17;15;0;0;0
6;17;16;0;0;0
6;17;17;0;0;0
6;17;18;0;0;0
6;17;19;0;0;0
6;18;0;0;0;0
6;18;1;0;0;0
6;18;2;0;0;0
6;18;3;0;0;0
6;18;4;0;0;0
6;18;5;0;0;0
6;18;6;0;0;0
6;18;7;0;0;0
6;18;8;0;0;0
6;18;9;0;0;0
6;18;10;0;0;0
6;18;11;0;0;0
6;18;12;0;0;0
6;18;13;0;0;0
6;18;14;0;0;0
6;18;15;0;0;0
6;18;16;0;0;0
6;18;17;0;0;0
6;18;18;0;0;0
6;18;19;0;0;0
6;19;0;0;0;0
6;19;1;0;0;0
6;19;2;0;0;0
6;19;3;0;0;0
6;19;4;0;0;0
6;19;5;0;0;0
6;19;6;0;0;0
6;19;7;0;0;0
6;19;8;0;0;0
6;19;9;0;0;0
6;19;10;0;0;0
6;19;11;0;0;0
6;19;12;0;0;0
6;19;13;0;0;0
6;19;14;0;0;0
6;19;15;0;0;0
6;19;16;0;0;0
6;19;17;0;0;0
6;19;18;0;0;0
6;19;19;0;0;0
7;0;0;0;0;0
7;0;1;0;0;0
7;0;2;0;0;0
7;0;3;0;0;0
7;0;4;0;0;0
7;0;5;0;0;0
7;0;6;0;0;0
7;0;7;0;0;0
7;0;8;0;0;0
7;0;9;0;0;0
7;0;10;0;0;0
7;0;11;0;0;0
7;0;12;0;0;0
7;0;13;0;0;0
7;0;14;0;0;0
7;0;15;0;0;0
7;0;16;0;0;0
7;0;17;0;0;0
7;0;18;0;0;0
7;0;19;0;0;0
7;1;0;0;0;0
7;1;1;0;0;0
7;1;2;0;0;0
7;1;3;0;0;0
7;1;4;0;0;0
7;1;5;0;0;0
7;1;6;0;0;0
7;1;7;0;0;0
7;1;8;0;0;0
7;1;9;0;0;0
7;1;10;0;0;0
7;1;11;0;0;0
7;1;12;0;0;0
7;1;13;0;0;0
7;1;14;0;0;0
7;1;15;0;0;0
7;1;16;0;0;0
7;1;17;0;0;0
7;1;18;0;0;0
7;1;19;0;0;0
7;2;0;0;0;0
7;2;1;0;0;0
7;2;2;0;0;0
7;2;3;0;0;0
7;2;4;0;0;0
7;2;5;0;0;0
7;2;6;0;0;0
7;2;7;0;0;0
7;2;8;0;0;0
7;2;9;0;0;0
7;2;10;0;0;0
7;2;11;0;0;0
7;2;12;0;0;0
7;2;13;0;0;0
7;2;14;0;0;0
7;2;15;0;0;0
7;2;16;0;0;0
7;2;17;0;0;0
7;2;18;0;0;0
7;2;19;0;0;0
7;3;0;0;0;0
7;3;1;0;0;0
7;3;2;0;0;0
7;3;3;0;0;0
7;3;4;0;0;0
7;3;5;0;0;0
7;3;6;0;0;0
7;3;7;0;0;0
7;3;8;0;0;0
7;3;9;0;0;0
7;3;10;0;0;0
7;3;11;0;0;0
7;3;12;0;0;0
7;3;13;0;0;0
7;3;14;0;0;0
7;3;15;0;0;0
7;3;16;0;0;0
7;3;17;0;0;0
7;3;18;0;0;0
7;3;19;0;0;0
7;4;0;0;0;0
7;4;1;0;0;0
7;4;2;0;0;0
7;4;3;0;0;0
7;4;4;0;0;0
7;4;5;0;0;0
7;4;6;0;0;0
7;4;7;0;0;0
7;4;8;0;0;0
7;4;9;0;0;0
7;4;10;0;0;0
7;4;11;0;0;0
7;4;12;0;0;0
7;4;13;0;0;0
7;4;14;0;0;0
7;4;15;0;0;0
7;4;16;0;0;0
7;4;17;0;0;0
7;4;18;0;0;0
7;4;19;0;0;0
7;5;0;0;0;0
7;5;1;0;0;0
7;5;2;0;0;0
7;5;3;0;0;0
7;5;4;0;0;0
7;5;5;0;0;0
7;5;6;0;0;0
7;5;7;0;0;0
7;5;8;0;0;0
7;5;9;0;0;0
7;5;10;0;0;0
7;5;11;0;0;0
7;5;12;0;0;0
7;5;13;0;0;0
7;5;14;0;0;0
7;5;15;0;0;0
7;5;16;0;0;0
7;5;17;0;0;0
7;5;18;0;0;0
7;5;19;0;0;0
7;6;0;0;0;0
7;6;1;0;0;0
7;6;2;0;0;0
7;6;3;0;0;0
7;6;4;0;0;0
7;6;5;0;0;0
7;6;6;0;0;0
7;6;7;0;0;0
7;6;8;0;0;0
7;6;9;0;0;0
7;6;10;0;0;0
7;6;11;0;0;0
7;6;12;0;0;0
7;6;13;0;0;0
7;6;14;0;0;0
7;6;15;0;0;0
7;6;16;0;0;0
7;6;17;0;0;0
7;6;18;0;0;0
7;6;19;0;0;0
7;7;0;0;0;0
7;7;1;0;0;0
7;7;2;0;0;0
7;7;3;0;0;0
7;7;4;0;0;0
7;7;5;0;0;0
7;7;6;0;0;0
7;7;7;0;0;0
7;7;8;0;0;0
7;7;9;0;0;0
7;7;10;0;0;0
7;7;11;0;0;0
7;7;12;0;0;0
7;7;13;0;0;0
7;7;14;0;0;0
7;7;15;0;0;0
7;7;16;0;0;0
7;7;17;0;0;0
7;7;18;0;0;0
7;7;19;0;0;0
7;8;0;0;0;0
7;8;1;0;0;0
7;8;2;0;0;0
7;8;3;0;0;0
7;8;4;0;0;0
7;8;5;0;0;0
7;8;6;0;0;0
7;8;7;0;0;0
7;8;8;0;0;0
7;8;9;0;0;0
7;8;10;0;0;0
7;8;11;0;0;0
7;8;12;0;0;0
7;8;13;0;0;0
7;8;14;0;0;0
7;8;15;0;0;0
7;8;16;0;0;0
7;8;17;0;0;0
7;8;18;0;0;0
7;8;19;0;0;0
7;9;0;0;0;0
7;9;1;0;0;0
7;9;2;0;0;0
7;9;3;0;0;0
7;9;4;0;0;0
7;9;5;0;0;0
7;9;6;0;0;0
7;9;7;0;0;0
7;9;8;0;0;0
7;9;9;0;0;0
7;9;10;0;0;0
7;9;11;0;0;0
7;9;12;0;0;0
7;9;13;0;0;0
7;9;14;0;0;0
7;9;15;0;0;0
7;9;16;0;0;0
7;9;17;0;0;0
7;9;18;0;0;0
7;9;19;0;0;0
7;10;0;0;0;0
7;10;1;0;0;0
7;10;2;0;0;0
7;10;3;0;0;0
7;10;4;0;0;0
7;10;5;0;0;0
7;10;6;0;0;0
7;10;7;0;0;0
7;10;8;0;0;0
7;10;9;0;0;0
7;10;10;0;0;0
7;10;11;0;0;0
7;10;12;0;0;0
7;10;13;0;0;0
7;10;14;0;0;0
7;10;15;0;0;0
7;10;16;0;0;0
7;10;17;0;0;0
7;10;18;0;0;0
7;10;19;0;0;0
7;11;0;0;0;0
7;11;1;0;0;0
7;11;2;0;0;0
7;11;3;0;0;0
7;11;4;0;0;0
7;11;5;0;0;0
7;11;6;0;0;0
7;11;7;0;0;0
7;11;8;0;0;0
7;11;9;0;0;0
7;11;10;0;0;0
7;11;11;0;0;0
7;11;12;0;0;0
7;11;13;0;0;0
7;11;14;0;0;0
7;11;15;0;0;0
7;11;16;0;0;0
7;11;17;0;0;0
7;11;18;0;0;0
7;11;19;0;0;0
7;12;0;0;0;0
7;12;1;0;0;0
7;12;2;0;0;0
7;12;3;0;0;0
7;12;4;0;0;0
7;12;5;0;0;0
7;12;6;0;0;0
7;12;7;0;0;0
7;12;8;0;0;0
7;12;9;0;0;0
7;12;10;0;0;0
7;12;11;0;0;0
7;12;12;0;0;0
7;12;13;0;0;0
7;12;14;0;0;0
7;12;15;0;0;0
7;12;16;0;0;0
7;12;17;0;0;0
7;12;18;0;0;0
7;12;19;0;0;0
7;13;0;0;0;0
7;13;1;0;0;0
7;13;2;0;0;0
7;13;3;0;0;0
7;13;4;0;0;0
7;13;5;0;0;0
7;13;6;0;0;0
7;13;7;0;0;0
7;13;8;0;0;0
7;13;9;0;0;0
7;13;10;0;0;0
7;13;11;0;0;0
7;13;12;0;0;0
7;13;13;0;0;0
7;13;14;0;0;0
7;13;15;0;0;0
7;13;16;0;0;0
7;13;17;0;0;0
7;13;18;0;0;0
7;13;19;0;0;0
7;14;0;0;0;0
7;14;1;0;0;0
7;14;2;0;0;0
7;14;3;0;0;0
7;14;4;0;0;0
7;14;5;0;0;0
7;14;6;0;0;0
7;14;7;0;0;0
7;14;8;0;0;0
7;14;9;0;0;0
7;14;10;0;0;0
7;14;11;0;0;0
7;14;12;0;0;0
7;14;13;0;0;0
7;14;14;0;0;0
7;14;15;0;0;0
7;14;16;0;0;0
7;14;17;0;0;0
7;14;18;0;0;0
7;14;19;0;0;0
7;15;0;0;0;0
7;15;1;0;0;0
7;15;2;0;0;0
7;15;3;0;0;0
7;15;4;0;0;0
7;15;5;0;0;0
7;15;6;0;0;0
7;15;7;0;0;0
7;15;8;0;0;0
7;15;9;0;0;0
7;15;10;0;0;0
7;15;11;0;0;0
7;15;12;0;0;0
7;15;13;0;0;0
7;15;14;0;0;0
7;15;15;0;0;0
7;15;16;0;0;0
7;15;17;0;0;0
7;15;18;0;0;0
7;15;19;0;0;0
7;16;0;0;0;0
7;16;1;0;0;0
7;16;2;0;0;0
7;16;3;0;0;0
7;16;4;0;0;0
7;16;5;0;0;0
7;16;6;0;0;0
7;16;7;0;0;0
7;16;8;0;0;0
7;16;9;0;0;0
7;16;10;0;0;0
7;16;11;0;0;0
7;16;12;0;0;0
7;16;13;0;0;0
7;16;14;0;0;0
7;16;15;0;0;0
7;16;16;0;0;0
7;16;17;0;0;0
7;16;18;0;0;0
7;16;19;0;0;0
7;17;0;0;0;0
7;17;1;0;0;0
7;17;2;0;0;0
7;17;3;0;0;0
7;17;4;0;0;0
7;17;5;0;0;0
7;17;6;0;0;0
7;17;7;0;0;0
7;17;8;0;0;0
7;17;9;0;0;0
7;17;10;0;0;0
7;17;11;0;0;0
7;17;12;0;0;0
7;17;13;0;0;0
7;17;14;0;0;0
7;17;15;0;0;0
7;17;16;0;0;0
7;17;17;0;0;0
7;17;18;0;0;0
7;17;19;0;0;0
7;18;0;0;0;0
7;18;1;0;0;0
7;18;2;0;0;0
7;18;3;0;0;0
7;18;4;0;0;0
7;18;5;0;0;0
7;18;6;0;0;0
7;18;7;0;0;0
7;18;8;0;0;0
7;18;9;0;0;0
7;18;10;0;0;0
7;18;11;0;0;0
7;18;12;0;0;0
7;18;13;0;0;0
7;18;14;0;0;0
7;18;15;0;0;0
7;18;16;0;0;0
7;18;17;0;0;0
7;18;18;0;0;0
7;18;19;0;0;0
7;19;0;0;0;0
7;19;1;0;0;0
7;19;2;0;0;0
7;19;3;0;0;0
7;19;4;0;0;0
7;19;5;0;0;0
7;19;6;0;0;0
7;19;7;0;0;0
7;19;8;0;0;0
7;19;9;0;0;0
7;19;10;0;0;0
7;19;11;0;0;0
7;19;12;0;0;0
7;19;13;0;0;0
7;19;14;0;0;0
7;19;15;0;0;0
7;19;16;0;0;0
7;19;17;0;0;0
7;19;18;0;0;0
7;19;19;0;0;0
8;0;0;0;0;0
8;0;1;0;0;0
8;0;2;0;0;0
8;0;3;0;0;0
8;0;4;0;0;0
8;0;5;0;0;0
8;0;6;0;0;0
8;0;7;0;0;0
8;0;8;0;0;0
8;0;9;0;0;0
8;0;10;0;0;0
8;0;11;0;0;0
8;0;12;0;0;0
8;0;13;0;0;0
8;0;14;0;0;0
8;0;15;0;0;0
8;0;16;0;0;0
8;0;17;0;0;0
8;0;18;0;0;0
8;0;19;0;0;0
8;1;0;0;0;0
8;1;1;0;0;0
8;1;2;0;0;0
8;1;3;0;0;0
8;1;4;0;0;0
8;1;5;0;0;0
8;1;6;0;0;0
8;1;7;0;0;0
8;1;8;0;0;0
8;1;9;0;0;0
8;1;10;0;0;0
8;1;11;0;0;0
8;1;12;0;0;0
8;1;13;0;0;0
8;1;14;0;0;0
8;1;15;0;0;0
8;1;16;0;0;0
8;1;17;0;0;0
8;1;18;0;0;0
8;1;19;0;0;0
8;2;0;0;0;0
8;2;1;0;0;0
8;2;2;0;0;0
8;2;3;0;0;0
8;2;4;0;0;0
8;2;5;0;0;0
8;2;6;0;0;0
8;2;7;0;0;0
8;2;8;0;0;0
8;2;9;0;0;0
8;2;10;0;0;0
8;2;11;0;0;0
8;2;12;0;0;0
8;2;13;0;0;0
8;2;14;0;0;0
8;2;15;0;0;0
8;2;16;0;0;0
8;2;17;0;0;0
8;2;18;0;0;0
8;2;19;0;0;0
8;3;0;0;0;0
8;3;1;0;0;0
8;3;2;0;0;0
8;3;3;0;0;0
8;3;4;0;0;0
8;3;5;0;0;0
8;3;6;0;0;0
8;3;7;0;0;0
8;3;8;0;0;0
8;3;9;0;0;0
8;3;10;0;0;0
8;3;11;0;0;0
8;3;12;0;0;0
8;3;13;0;0;0
8;3;14;0;0;0
8;3;15;0;0;0
8;3;16;0;0;0
8;3;17;0;0;0
8;3;18;0;0;0
8;3;19;0;0;0
8;4;0;0;0;0
8;4;1;0;0;0
8;4;2;0;0;0
8;4;3;0;0;0
8;4;4;0;0;0
8;4;5;0;0;0
8;4;6;0;0;0
8;4;7;0;0;0
8;4;8;0;0;0
8;4;9;0;0;0
8;4;10;0;0;0
8;4;11;0;0;0
8;4;12;0;0;0
8;4;13;0;0;0
8;4;14;0;0;0
8;4;15;0;0;0
8;4;16;0;0;0
8;4;17;0;0;0
8;4;18;0;0;0
8;4;19;0;0;0
8;5;0;0;0;0
8;5;1;0;0;0
8;5;2;0;0;0
8;5;3;0;0;0
8;5;4;0;0;0
8;5;5;0;0;0
8;5;6;0;0;0
8;5;7;0;0;0
8;5;8;0;0;0
8;5;9;0;0;0
8;5;10;0;0;0
8;5;11;0;0;0
8;5;12;0;0;0
8;5;13;0;0;0
8;5;14;0;0;0
8;5;15;0;0;0
8;5;16;0;0;0
8;5;17;0;0;0
8;5;18;0;0;0
8;5;19;0;0;0
8;6;0;0;0;0
8;6;1;0;0;0
8;6;2;0;0;0
8;6;3;0;0;0
8;6;4;0;0;0
8;6;5;0;0;0
8;6;6;0;0;0
8;6;7;0;0;0
8;6;8;0;0;0
8;6;9;0;0;0
8;6;10;0;0;0
8;6;11;0;0;0
8;6;12;0;0;0
8;6;13;0;0;0
8;6;14;0;0;0
8;6;15;0;0;0
8;6;16;0;0;0
8;6;17;0;0;0
8;6;18;0;0;0
8;6;19;0;0;0
8;7;0;0;0;0
8;7;1;0;0;0
8;7;2;0;0;0
8;7;3;0;0;0
8;7;4;0;0;0
8;7;5;0;0;0
8;7;6;0;0;0
8;7;7;0;0;0
8;7;8;0;0;0
8;7;9;0;0;0
8;7;10;0;0;0
8;7;11;0;0;0
8;7;12;0;0;0
8;7;13;0;0;0
8;7;14;0;0;0
8;7;15;0;0;0
8;7;16;0;0;0
8;7;17;0;0;0
8;7;18;0;0;0
8;7;19;0;0;0
8;8;0;0;0;0
8;8;1;0;0;0
8;8;2;0;0;0
8;8;3;0;0;0
8;8;4;0;0;0
8;8;5;0;0;0
8;8;6;0;0;0
8;8;7;0;0;0
8;8;8;0;0;0
8;8;9;0;0;0
8;8;10;0;0;0
8;8;11;0;0;0
8;8;12;0;0;0
8;8;13;0;0;0
8;8;14;0;0;0
8;8;15;0;0;0
8;8;16;0;0;0
8;8;17;0;0;0
8;8;18;0;0;0
8;8;19;0;0;0
8;9;0;0;0;0
8;9;1;0;0;0
8;9;2;0;0;0
8;9;3;0;0;0
8;9;4;0;0;0
8;9;5;0;0;0
8;9;6;0;0;0
8;9;7;0;0;0
8;9;8;0;0;0
8;9;9;0;0;0
8;9;10;0;0;0
8;9;11;0;0;0
8;9;12;0;0;0
8;9;13;0;0;0
8;9;14;0;0;0
8;9;15;0;0;0
8;9;16;0;0;0
8;9;17;0;0;0
8;9;18;0;0;0
8;9;19;0;0;0
8;10;0;0;0;0
8;10;1;0;0;0
8;10;2;0;0;0
8;10;3;0;0;0
8;10;4;0;0;0
8;10;5;0;0;0
8;10;6;0;0;0
8;10;7;0;0;0
8;10;8;0;0;0
8;10;9;0;0;0
8;10;10;0;0;0
8;10;11;0;0;0
8;10;12;0;0;0
8;10;13;0;0;0
8;10;14;0;0;0
8;10;15;0;0;0
8;10;16;0;0;0
8;10;17;0;0;0
8;10;18;0;0;0
8;10;19;0;0;0
8;11;0;0;0;0
8;11;1;0;0;0
8;11;2;0;0;0
8;11;3;0;0;0
8;11;4;0;0;0
8;11;5;0;0;0
8;11;6;0;0;0
8;11;7;0;0;0
8;11;8;0;0;0
8;11;9;0;0;0
8;11;10;0;0;0
8;11;11;0;0;0
8;11;12;0;0;0
8;11;13;0;0;0
8;11;14;0;0;0
8;11;15;0;0;0
8;11;16;0;0;0
8;11;17;0;0;0
8;11;18;0;0;0
8;11;19;0;0;0
8;12;0;0;0;0
8;12;1;0;0;0
8;12;2;0;0;0
8;12;3;0;0;0
8;12;4;0;0;0
8;12;5;0;0;0
8;12;6;0;0;0
8;12;7;0;0;0
8;12;8;0;0;0
8;12;9;0;0;0
8;12;10;0;0;0
8;12;11;0;0;0
8;12;12;0;0;0
8;12;13;0;0;0
8;12;14;0;0;0
8;12;15;0;0;0
8;12;16;0;0;0
8;12;17;0;0;0
8;12;18;0;0;0
8;12;19;0;0;0
8;13;0;0;0;0
8;13;1;0;0;0
8;13;2;0;0;0
8;13;3;0;0;0
8;13;4;0;0;0
8;13;5;0;0;0
8;13;6;0;0;0
8;13;7;0;0;0
8;13;8;0;0;0
8;13;9;0;0;0
8;13;10;0;0;0
8;13;11;0;0;0
8;13;12;0;0;0
8;13;13;0;0;0
8;13;14;0;0;0
8;13;15;0;0;0
8;13;16;0;0;0
8;13;17;0;0;0
8;13;18;0;0;0
8;13;19;0;0;0
8;14;0;0;0;0
8;14;1;0;0;0
8;14;2;0;0;0
8;14;3;0;0;0
8;14;4;0;0;0
8;14;5;0;0;0
8;14;6;0;0;0
8;14;7;0;0;0
8;14;8;0;0;0
8;14;9;0;0;0
